RSSDID,DATE,TOTLOAN_NET,ROA,CAPITAL_RATIO,event
233442,20040331,9164,0.002302324,0.163748494,0
233442,20040630,9518,0.004705882,0.162160224,0
233442,20040930,9878,0.006930799,0.16429385,0
233442,20041231,9518,0.009591134,0.160391406,0
236256,19950331,25906,0.003330303,0.097187666,0
236256,19950630,26581,0.006625396,0.101105177,0
236256,19950930,26343,0.012051589,0.10442241,0
236256,19951231,25291,0.014810571,0.098460854,0
236256,19960331,25474,0.003608657,0.09939862,0
236256,19960630,26908,0.007586307,0.100989388,0
236256,19960930,27157,0.011583636,0.102265394,0
236256,19961231,26475,0.013989629,0.098231248,0
236256,19970331,25774,0.003306728,0.098331173,0
236256,19970630,27393,0.008361394,0.102227812,0
236256,19970930,27243,0.013340826,0.104751848,0
236256,19971231,27153,0.017337923,0.097277109,0
236256,19980331,27645,0.004934724,0.100731765,0
236256,19980630,29175,0.010453568,0.104261034,0
236256,19980930,29260,0.015709416,0.109281705,0
236256,19981231,28489,0.019684131,0.102802865,0
236256,19990331,27954,0.004670005,0.104048704,0
236256,19990630,28903,0.00926266,0.105626627,0
236256,19990930,29084,0.014324373,0.106226155,0
236256,19991231,28850,0.01885635,0.101430429,0
236256,20000331,29029,0.004686066,0.103135247,0
236256,20000630,30523,0.009483412,0.105125852,0
236256,20000930,30289,0.01425369,0.108511594,0
236256,20001231,29436,0.017927658,0.106632637,0
236256,20010331,30018,0.004169638,0.112614675,0
236256,20010630,30876,0.009420077,0.116841464,0
236256,20010930,30647,0.0141665,0.119888018,0
236256,20011231,32124,0.017666158,0.111858718,0
236256,20020331,32600,0.0045569,0.111908378,0
236256,20020630,33836,0.009545831,0.118731099,0
236256,20020930,33615,0.014689408,0.122301249,0
236256,20021231,32359,0.017512153,0.116439829,0
236256,20030331,31370,0.003695093,0.116613172,0
236256,20030630,31360,0.006909975,0.121168438,0
236256,20030930,30114,0.00997569,0.117642462,0
236256,20031231,29792,0.011044347,0.114388665,0
236256,20040331,29276,0.002678977,0.114428906,0
236256,20040630,29035,0.005514692,0.109322098,0
236256,20040930,28553,0.008254524,0.110710676,0
236256,20041231,28152,0.008769637,0.106059952,0
247551,19950331,20671,0.004166446,0.100985222,0
247551,19950630,21549,0.004680293,0.118249912,0
247551,19950930,19737,0.007765677,0.11921265,0
247551,19951231,18769,0.010161418,0.117166072,0
247551,19960331,16978,0.003399144,0.114898129,0
247551,19960630,18550,0.002572584,0.117772492,0
247551,19960930,17955,0.006765584,0.121271651,0
247551,19961231,17880,0.009684898,0.119330703,0
247551,19970331,17174,0.000948715,0.116422264,0
247551,19970630,19004,0.00311224,0.113239688,0
247551,19970930,19152,0.008439158,0.091741108,0
247551,19971231,19345,0.014833403,0.099812692,0
247551,19980331,19522,0.002695266,0.098833333,0
247551,19980630,21635,0.006409802,0.104962772,0
247551,19980930,22396,0.007639007,0.107014564,0
247551,19981231,22172,0.00952526,0.105347211,0
247551,19990331,21734,0.002814054,0.105676951,0
247551,19990630,25125,0.005458213,0.098247055,0
247551,19990930,26366,0.010493233,0.103328888,0
247551,19991231,27319,0.012023848,0.095454325,0
247551,20000331,26113,0.0014174,0.094915496,0
247551,20000630,30176,0.004635621,0.095701806,0
247551,20000930,31553,0.007987275,0.096752429,0
247551,20001231,33187,0.011167872,0.098816723,0
247551,20010331,33706,-0.001429933,0.095860849,0
247551,20010630,34889,-0.002219182,0.0939362,0
247551,20010930,41774,-0.001736279,0.07680873,0
247551,20011231,40742,0.001338793,0.080089199,0
247551,20020331,42231,0.001908545,0.079954165,0
247551,20020630,45699,0.004526323,0.078876504,0
247551,20020930,47290,0.007520707,0.082678072,0
247551,20021231,49803,0.010139561,0.082119458,0
247551,20030331,50557,0.002369593,0.083050848,0
247551,20030630,54994,0.009245039,0.08435334,0
247551,20030930,55041,0.012724766,0.087349442,0
247551,20031231,54237,0.012513171,0.084274332,0
247551,20040331,52083,0.001652893,0.087578496,0
247551,20040630,56449,0.004794743,0.086692545,0
247551,20040930,58547,0.007781991,0.088731819,0
247551,20041231,59028,0.009771507,0.089637697,0
251008,19950331,32444,0.003594847,0.097536491,0
251008,19950630,31967,0.007011617,0.09683992,0
251008,19950930,30813,0.010937591,0.100834685,0
251008,19951231,30027,0.015493333,0.105235242,0
251008,19960331,29801,0.004316912,0.105996154,0
251008,19960630,29723,0.007819508,0.108376892,0
251008,19960930,29624,0.012143018,0.109414063,0
251008,19961231,30094,0.015441091,0.108475624,0
251008,19970331,30579,0.003795505,0.109311041,0
251008,19970630,30925,0.007595738,0.114561397,0
251008,19970930,30855,0.011012753,0.109657832,0
251008,19971231,33599,0.014644848,0.112620699,0
251008,19980331,32442,0.003327631,0.11507454,0
251008,19980630,30289,0.006360863,0.116298312,0
251008,19980930,30239,0.010320144,0.110286727,0
251008,19981231,29951,0.013207324,0.112282227,0
251008,19990331,29903,0.003499719,0.112095226,0
251008,19990630,30035,0.006308203,0.102004103,0
251008,19990930,29528,0.010326335,0.099729542,0
251008,19991231,29647,0.013285532,0.104517688,0
251008,20000331,29848,0.003400879,0.105314586,0
251008,20000630,30567,0.006812023,0.111577695,0
251008,20000930,31208,0.012061541,0.10545312,0
251008,20001231,31378,0.01567219,0.111832765,0
251008,20010331,32463,0.00318331,0.116583653,0
251008,20010630,33854,0.006484982,0.112726381,0
251008,20010930,32762,0.010155434,0.106102936,0
251008,20011231,29937,0.012353333,0.109907097,0
251008,20020331,30503,0.001039748,0.103619916,0
251008,20020630,30664,0.003254126,0.107792679,0
251008,20020930,32364,0.005927317,0.100618272,0
251008,20021231,32954,0.008340671,0.104223649,0
251008,20030331,34297,0.001626071,0.102661749,0
251008,20030630,34951,0.003535096,0.101545254,0
251008,20030930,34102,0.005746006,0.095291494,0
251008,20031231,36369,0.007868027,0.099829642,0
251008,20040331,34958,0.002041793,0.111073826,0
251008,20040630,38417,0.004488582,0.106681035,0
251008,20040930,39480,0.006550153,0.099472739,0
251008,20041231,38981,0.008891332,0.112070746,0
262068,19950331,149938,0.0032538,0.086793473,0
262068,19950630,142129,0.006348947,0.078862884,0
262068,19950930,145424,0.009828866,0.080262615,0
262068,19951231,161780,0.013708727,0.082212491,0
262068,19960331,164063,0.005280946,0.089565016,0
262068,19960630,172956,0.009532755,0.09312043,0
262068,19960930,184174,0.013980119,0.094136111,0
262068,19961231,206494,0.018386414,0.093444385,0
262068,19970331,219351,0.00491622,0.082489571,0
262068,19970630,227508,0.009368422,0.083439648,0
262068,19970930,226284,0.013999727,0.086498878,0
262068,19971231,233577,0.017043992,0.081529201,0
262068,19980331,221641,0.004438364,0.085587919,0
262068,19980630,241531,0.009184349,0.088237109,0
262068,19980930,259389,0.012822219,0.095485236,0
262068,19981231,275683,0.016770935,0.088480675,0
262068,19990331,280152,0.003738556,0.091150443,0
262068,19990630,313181,0.007581037,0.086182786,0
262068,19990930,377235,0.010802466,0.083961458,0
262068,19991231,389666,0.014125088,0.085738587,0
262068,20000331,389457,0.003519984,0.08225786,0
262068,20000630,419056,0.007102455,0.081266519,0
262068,20000930,431451,0.010467737,0.087488773,0
262068,20001231,464023,0.013805008,0.080736552,0
262068,20010331,472181,0.003768715,0.087280548,0
262068,20010630,500298,0.007165426,0.080548146,1
262068,20010930,554216,0.010030156,0.074517641,0
262068,20011231,587968,0.012144908,0.072222089,0
262068,20020331,601332,0.003091217,0.072405476,0
262068,20020630,657718,0.005903823,0.076063673,0
262068,20020930,692395,0.009074497,0.081083988,0
262068,20021231,725981,0.011529518,0.078178641,0
262068,20030331,699352,0.0031812,0.080246541,0
262068,20030630,712683,0.006205557,0.082217269,0
262068,20030930,728401,0.00919251,0.082270262,0
262068,20031231,762539,0.011717781,0.080340032,0
262068,20040331,754343,0.003129484,0.085861279,0
262068,20040630,779177,0.006313978,0.083420259,0
262068,20040930,822412,0.009282275,0.086743248,0
